series_id,state,qtr_end,value_q,rule,q
A124797537K,AUS,2002-03-31,16118,NA,2002Q1
A124797537K,AUS,2002-06-30,16744,NA,2002Q2
A124797537K,AUS,2002-09-30,17720,NA,2002Q3
A124797537K,AUS,2002-12-31,19618,NA,2002Q4
A124797537K,AUS,2003-03-31,19260,NA,2003Q1
A124797537K,AUS,2003-06-30,19152,NA,2003Q2
A124797537K,AUS,2003-09-30,20337,NA,2003Q3
A124797537K,AUS,2003-12-31,20503,NA,2003Q4
A124797537K,AUS,2004-03-31,19876,NA,2004Q1
A124797537K,AUS,2004-06-30,20850,NA,2004Q2
A124797537K,AUS,2004-09-30,21303,NA,2004Q3
A124797537K,AUS,2004-12-31,23395,NA,2004Q4
A124797537K,AUS,2005-03-31,23017,NA,2005Q1
A124797537K,AUS,2005-06-30,24582,NA,2005Q2
A124797537K,AUS,2005-09-30,26767,NA,2005Q3
A124797537K,AUS,2005-12-31,29323,NA,2005Q4
A124797537K,AUS,2006-03-31,29559,NA,2006Q1
A124797537K,AUS,2006-06-30,30060,NA,2006Q2
A124797537K,AUS,2006-09-30,29481,NA,2006Q3
A124797537K,AUS,2006-12-31,28672,NA,2006Q4
A124797537K,AUS,2007-03-31,31956,NA,2007Q1
A124797537K,AUS,2007-06-30,33587,NA,2007Q2
A124797537K,AUS,2007-09-30,32689,NA,2007Q3
A124797537K,AUS,2007-12-31,34281,NA,2007Q4
A124797537K,AUS,2008-03-31,34929,NA,2008Q1
A124797537K,AUS,2008-06-30,35991,NA,2008Q2
A124797537K,AUS,2008-09-30,37925,NA,2008Q3
A124797537K,AUS,2008-12-31,39456,NA,2008Q4
A124797537K,AUS,2009-03-31,37860,NA,2009Q1
A124797537K,AUS,2009-06-30,37801,NA,2009Q2
A124797537K,AUS,2009-09-30,35241,NA,2009Q3
A124797537K,AUS,2009-12-31,37777,NA,2009Q4
A124797537K,AUS,2010-03-31,37333,NA,2010Q1
A124797537K,AUS,2010-06-30,36749,NA,2010Q2
A124797537K,AUS,2010-09-30,38039,NA,2010Q3
A124797537K,AUS,2010-12-31,39637,NA,2010Q4
A124797537K,AUS,2011-03-31,42342,NA,2011Q1
A124797537K,AUS,2011-06-30,44750,NA,2011Q2
A124797537K,AUS,2011-09-30,50488,NA,2011Q3
A124797537K,AUS,2011-12-31,50952,NA,2011Q4
A124797537K,AUS,2012-03-31,55296,NA,2012Q1
A124797537K,AUS,2012-06-30,56789,NA,2012Q2
A124797537K,AUS,2012-09-30,55837,NA,2012Q3
A124797537K,AUS,2012-12-31,55088,NA,2012Q4
A124797537K,AUS,2013-03-31,53261,NA,2013Q1
A124797537K,AUS,2013-06-30,53677,NA,2013Q2
A124797537K,AUS,2013-09-30,54732,NA,2013Q3
A124797537K,AUS,2013-12-31,52206,NA,2013Q4
A124797537K,AUS,2014-03-31,50810,NA,2014Q1
A124797537K,AUS,2014-06-30,51862,NA,2014Q2
A124797537K,AUS,2014-09-30,52394,NA,2014Q3
A124797537K,AUS,2014-12-31,51303,NA,2014Q4
A124797537K,AUS,2015-03-31,48429,NA,2015Q1
A124797537K,AUS,2015-06-30,46569,NA,2015Q2
A124797537K,AUS,2015-09-30,42736,NA,2015Q3
A124797537K,AUS,2015-12-31,43712,NA,2015Q4
A124797537K,AUS,2016-03-31,41181,NA,2016Q1
A124797537K,AUS,2016-06-30,38897,NA,2016Q2
A124797537K,AUS,2016-09-30,37622,NA,2016Q3
A124797537K,AUS,2016-12-31,37607,NA,2016Q4
A124797537K,AUS,2017-03-31,37828,NA,2017Q1
A124797537K,AUS,2017-06-30,38214,NA,2017Q2
A124797537K,AUS,2017-09-30,38870,NA,2017Q3
A124797537K,AUS,2017-12-31,39181,NA,2017Q4
A124797537K,AUS,2018-03-31,39418,NA,2018Q1
A124797537K,AUS,2018-06-30,38981,NA,2018Q2
A124797537K,AUS,2018-09-30,39497,NA,2018Q3
A124797537K,AUS,2018-12-31,39840,NA,2018Q4
A124797537K,AUS,2019-03-31,39399,NA,2019Q1
A124797537K,AUS,2019-06-30,38706,NA,2019Q2
A124797537K,AUS,2019-09-30,38438,NA,2019Q3
A124797537K,AUS,2019-12-31,37518,NA,2019Q4
A124797537K,AUS,2020-03-31,36926,NA,2020Q1
A124797537K,AUS,2020-06-30,34271,NA,2020Q2
A124797537K,AUS,2020-09-30,33773,NA,2020Q3
A124797537K,AUS,2020-12-31,35043,NA,2020Q4
A124797537K,AUS,2021-03-31,37154,NA,2021Q1
A124797537K,AUS,2021-06-30,38229,NA,2021Q2
A124797537K,AUS,2021-09-30,38352,NA,2021Q3
A124797537K,AUS,2021-12-31,38926,NA,2021Q4
A124797537K,AUS,2022-03-31,39040,NA,2022Q1
A124797537K,AUS,2022-06-30,39085,NA,2022Q2
A124797537K,AUS,2022-09-30,39395,NA,2022Q3
A124797537K,AUS,2022-12-31,40528,NA,2022Q4
A124797537K,AUS,2023-03-31,41788,NA,2023Q1
A124797537K,AUS,2023-06-30,43394,NA,2023Q2
A124797537K,AUS,2023-09-30,43383,NA,2023Q3
A124797537K,AUS,2023-12-31,43709,NA,2023Q4
A124797537K,AUS,2024-03-31,44291,NA,2024Q1
A124797537K,AUS,2024-06-30,43379,NA,2024Q2
A124797537K,AUS,2024-09-30,44089,NA,2024Q3
A124797537K,AUS,2024-12-31,44123,NA,2024Q4
A124797537K,AUS,2025-03-31,44013,NA,2025Q1
A124797537K,AUS,2025-06-30,44120,NA,2025Q2
A124873641L,AUS,2010-03-31,54.46666666666667,mean,2010Q1
A124873641L,AUS,2010-06-30,55.8,mean,2010Q2
A124873641L,AUS,2010-09-30,56.333333333333336,mean,2010Q3
A124873641L,AUS,2010-12-31,57.3,mean,2010Q4
A124873641L,AUS,2011-03-31,62.8,mean,2011Q1
A124873641L,AUS,2011-06-30,63.9,mean,2011Q2
A124873641L,AUS,2011-09-30,64.76666666666667,mean,2011Q3
A124873641L,AUS,2011-12-31,65.63333333333333,mean,2011Q4
A124873641L,AUS,2012-03-31,67.33333333333333,mean,2012Q1
A124873641L,AUS,2012-06-30,66.16666666666667,mean,2012Q2
A124873641L,AUS,2012-09-30,66.53333333333333,mean,2012Q3
A124873641L,AUS,2012-12-31,67.03333333333333,mean,2012Q4
A124873641L,AUS,2013-03-31,66.06666666666666,mean,2013Q1
A124873641L,AUS,2013-06-30,67.93333333333334,mean,2013Q2
A124873641L,AUS,2013-09-30,66.2,mean,2013Q3
A124873641L,AUS,2013-12-31,66.06666666666666,mean,2013Q4
A124873641L,AUS,2014-03-31,66.66666666666667,mean,2014Q1
A124873641L,AUS,2014-06-30,65.89999999999999,mean,2014Q2
A124873641L,AUS,2014-09-30,68.23333333333333,mean,2014Q3
A124873641L,AUS,2014-12-31,69.2,mean,2014Q4
A124873641L,AUS,2015-03-31,68.33333333333333,mean,2015Q1
A124873641L,AUS,2015-06-30,70.86666666666666,mean,2015Q2
A124873641L,AUS,2015-09-30,71.6,mean,2015Q3
A124873641L,AUS,2015-12-31,72.7,mean,2015Q4
A124873641L,AUS,2016-03-31,72.73333333333333,mean,2016Q1
A124873641L,AUS,2016-06-30,74.7,mean,2016Q2
A124873641L,AUS,2016-09-30,74.53333333333333,mean,2016Q3
A124873641L,AUS,2016-12-31,83.7,mean,2016Q4
A124873641L,AUS,2017-03-31,84.76666666666667,mean,2017Q1
A124873641L,AUS,2017-06-30,86.36666666666667,mean,2017Q2
A124873641L,AUS,2017-09-30,89.23333333333333,mean,2017Q3
A124873641L,AUS,2017-12-31,92.46666666666667,mean,2017Q4
A124873641L,AUS,2018-03-31,94.93333333333334,mean,2018Q1
A124873641L,AUS,2018-06-30,96.76666666666667,mean,2018Q2
A124873641L,AUS,2018-09-30,97.56666666666666,mean,2018Q3
A124873641L,AUS,2018-12-31,96.26666666666667,mean,2018Q4
A124873641L,AUS,2019-03-31,98.86666666666666,mean,2019Q1
A124873641L,AUS,2019-06-30,99.26666666666667,mean,2019Q2
A124873641L,AUS,2019-09-30,99.86666666666667,mean,2019Q3
A124873641L,AUS,2019-12-31,99.33333333333333,mean,2019Q4
A124873641L,AUS,2020-03-31,101.39999999999999,mean,2020Q1
A124873641L,AUS,2020-06-30,97.1,mean,2020Q2
A124873641L,AUS,2020-09-30,93.93333333333334,mean,2020Q3
A124873641L,AUS,2020-12-31,94.26666666666667,mean,2020Q4
A124873641L,AUS,2021-03-31,95.33333333333333,mean,2021Q1
A124873641L,AUS,2021-06-30,99.9,mean,2021Q2
A124873641L,AUS,2021-09-30,101.8,mean,2021Q3
A124873641L,AUS,2021-12-31,104.8,mean,2021Q4
A124873641L,AUS,2022-03-31,108.26666666666667,mean,2022Q1
A124873641L,AUS,2022-06-30,110.13333333333334,mean,2022Q2
A124873641L,AUS,2022-09-30,115.8,mean,2022Q3
A124873641L,AUS,2022-12-31,120.7,mean,2022Q4
A124873641L,AUS,2023-03-31,120.16666666666666,mean,2023Q1
A124873641L,AUS,2023-06-30,122.83333333333333,mean,2023Q2
A124873641L,AUS,2023-09-30,124.16666666666667,mean,2023Q3
A124873641L,AUS,2023-12-31,125.73333333333333,mean,2023Q4
A124873641L,AUS,2024-03-31,125.03333333333333,mean,2024Q1
A124873641L,AUS,2024-06-30,129.06666666666666,mean,2024Q2
A124873641L,AUS,2024-09-30,129.4,mean,2024Q3
A124873641L,AUS,2024-12-31,129.33333333333334,mean,2024Q4
A124873641L,AUS,2025-03-31,133.4,mean,2025Q1
A124873641L,AUS,2025-06-30,132.7,mean,2025Q2
A124873641L,AUS,2025-09-30,137.4,mean,2025Q3
A124873731T,AUS,2010-03-31,95,mean,2010Q1
A124873731T,AUS,2010-06-30,94.53333333333333,mean,2010Q2
A124873731T,AUS,2010-09-30,93.93333333333334,mean,2010Q3
A124873731T,AUS,2010-12-31,95.03333333333333,mean,2010Q4
A124873731T,AUS,2011-03-31,99.7,mean,2011Q1
A124873731T,AUS,2011-06-30,102.16666666666667,mean,2011Q2
A124873731T,AUS,2011-09-30,105.06666666666666,mean,2011Q3
A124873731T,AUS,2011-12-31,107.96666666666667,mean,2011Q4
A124873731T,AUS,2012-03-31,102.66666666666667,mean,2012Q1
A124873731T,AUS,2012-06-30,103.86666666666666,mean,2012Q2
A124873731T,AUS,2012-09-30,100.8,mean,2012Q3
A124873731T,AUS,2012-12-31,104.5,mean,2012Q4
A124873731T,AUS,2013-03-31,104.46666666666667,mean,2013Q1
A124873731T,AUS,2013-06-30,104.63333333333334,mean,2013Q2
A124873731T,AUS,2013-09-30,105.76666666666667,mean,2013Q3
A124873731T,AUS,2013-12-31,104.33333333333334,mean,2013Q4
A124873731T,AUS,2014-03-31,103.23333333333333,mean,2014Q1
A124873731T,AUS,2014-06-30,99.56666666666666,mean,2014Q2
A124873731T,AUS,2014-09-30,96.63333333333334,mean,2014Q3
A124873731T,AUS,2014-12-31,93.8,mean,2014Q4
A124873731T,AUS,2015-03-31,94.03333333333333,mean,2015Q1
A124873731T,AUS,2015-06-30,93.39999999999999,mean,2015Q2
A124873731T,AUS,2015-09-30,93.76666666666667,mean,2015Q3
A124873731T,AUS,2015-12-31,91.2,mean,2015Q4
A124873731T,AUS,2016-03-31,89.46666666666667,mean,2016Q1
A124873731T,AUS,2016-06-30,92.03333333333333,mean,2016Q2
A124873731T,AUS,2016-09-30,88.4,mean,2016Q3
A124873731T,AUS,2016-12-31,91.66666666666666,mean,2016Q4
A124873731T,AUS,2017-03-31,90.93333333333334,mean,2017Q1
A124873731T,AUS,2017-06-30,91.46666666666667,mean,2017Q2
A124873731T,AUS,2017-09-30,92.96666666666667,mean,2017Q3
A124873731T,AUS,2017-12-31,92.2,mean,2017Q4
A124873731T,AUS,2018-03-31,95.23333333333333,mean,2018Q1
A124873731T,AUS,2018-06-30,97.33333333333333,mean,2018Q2
A124873731T,AUS,2018-09-30,98,mean,2018Q3
A124873731T,AUS,2018-12-31,99.23333333333333,mean,2018Q4
A124873731T,AUS,2019-03-31,99.7,mean,2019Q1
A124873731T,AUS,2019-06-30,100.26666666666667,mean,2019Q2
A124873731T,AUS,2019-09-30,101.23333333333333,mean,2019Q3
A124873731T,AUS,2019-12-31,101.53333333333333,mean,2019Q4
A124873731T,AUS,2020-03-31,100.46666666666667,mean,2020Q1
A124873731T,AUS,2020-06-30,92.8,mean,2020Q2
A124873731T,AUS,2020-09-30,94.76666666666667,mean,2020Q3
A124873731T,AUS,2020-12-31,97.36666666666666,mean,2020Q4
A124873731T,AUS,2021-03-31,99.1,mean,2021Q1
A124873731T,AUS,2021-06-30,99.36666666666667,mean,2021Q2
A124873731T,AUS,2021-09-30,102.23333333333333,mean,2021Q3
A124873731T,AUS,2021-12-31,104.86666666666667,mean,2021Q4
A124873731T,AUS,2022-03-31,108.16666666666667,mean,2022Q1
A124873731T,AUS,2022-06-30,117.7,mean,2022Q2
A124873731T,AUS,2022-09-30,116.63333333333333,mean,2022Q3
A124873731T,AUS,2022-12-31,117.23333333333333,mean,2022Q4
A124873731T,AUS,2023-03-31,118.8,mean,2023Q1
A124873731T,AUS,2023-06-30,121.03333333333333,mean,2023Q2
A124873731T,AUS,2023-09-30,120.73333333333333,mean,2023Q3
A124873731T,AUS,2023-12-31,121.2,mean,2023Q4
A124873731T,AUS,2024-03-31,120.33333333333333,mean,2024Q1
A124873731T,AUS,2024-06-30,124.46666666666667,mean,2024Q2
A124873731T,AUS,2024-09-30,125.7,mean,2024Q3
A124873731T,AUS,2024-12-31,129.5,mean,2024Q4
A124873731T,AUS,2025-03-31,134.93333333333334,mean,2025Q1
A124873731T,AUS,2025-06-30,136.3,mean,2025Q2
A124873731T,AUS,2025-09-30,142,mean,2025Q3
A124873737F,AUS,2010-03-31,44.93333333333333,mean,2010Q1
A124873737F,AUS,2010-06-30,56.13333333333333,mean,2010Q2
A124873737F,AUS,2010-09-30,57.16666666666667,mean,2010Q3
A124873737F,AUS,2010-12-31,58.766666666666666,mean,2010Q4
A124873737F,AUS,2011-03-31,56.9,mean,2011Q1
A124873737F,AUS,2011-06-30,63.3,mean,2011Q2
A124873737F,AUS,2011-09-30,66.7,mean,2011Q3
A124873737F,AUS,2011-12-31,67.86666666666666,mean,2011Q4
A124873737F,AUS,2012-03-31,59.4,mean,2012Q1
A124873737F,AUS,2012-06-30,63,mean,2012Q2
A124873737F,AUS,2012-09-30,61.766666666666666,mean,2012Q3
A124873737F,AUS,2012-12-31,60.8,mean,2012Q4
A124873737F,AUS,2013-03-31,61.53333333333333,mean,2013Q1
A124873737F,AUS,2013-06-30,63.8,mean,2013Q2
A124873737F,AUS,2013-09-30,68.4,mean,2013Q3
A124873737F,AUS,2013-12-31,71.66666666666667,mean,2013Q4
A124873737F,AUS,2014-03-31,77.46666666666667,mean,2014Q1
A124873737F,AUS,2014-06-30,72.5,mean,2014Q2
A124873737F,AUS,2014-09-30,65.86666666666666,mean,2014Q3
A124873737F,AUS,2014-12-31,60.13333333333333,mean,2014Q4
A124873737F,AUS,2015-03-31,61.6,mean,2015Q1
A124873737F,AUS,2015-06-30,57.300000000000004,mean,2015Q2
A124873737F,AUS,2015-09-30,56.86666666666667,mean,2015Q3
A124873737F,AUS,2015-12-31,53.666666666666664,mean,2015Q4
A124873737F,AUS,2016-03-31,51.1,mean,2016Q1
A124873737F,AUS,2016-06-30,53.63333333333333,mean,2016Q2
A124873737F,AUS,2016-09-30,55.86666666666667,mean,2016Q3
A124873737F,AUS,2016-12-31,68.43333333333334,mean,2016Q4
A124873737F,AUS,2017-03-31,72.56666666666666,mean,2017Q1
A124873737F,AUS,2017-06-30,68,mean,2017Q2
A124873737F,AUS,2017-09-30,70.43333333333334,mean,2017Q3
A124873737F,AUS,2017-12-31,69.6,mean,2017Q4
A124873737F,AUS,2018-03-31,73.5,mean,2018Q1
A124873737F,AUS,2018-06-30,75.83333333333333,mean,2018Q2
A124873737F,AUS,2018-09-30,83.73333333333333,mean,2018Q3
A124873737F,AUS,2018-12-31,86.7,mean,2018Q4
A124873737F,AUS,2019-03-31,87.06666666666666,mean,2019Q1
A124873737F,AUS,2019-06-30,93.66666666666667,mean,2019Q2
A124873737F,AUS,2019-09-30,97.53333333333333,mean,2019Q3
A124873737F,AUS,2019-12-31,90.83333333333333,mean,2019Q4
A124873737F,AUS,2020-03-31,89.23333333333333,mean,2020Q1
A124873737F,AUS,2020-06-30,88.33333333333333,mean,2020Q2
A124873737F,AUS,2020-09-30,84.43333333333334,mean,2020Q3
A124873737F,AUS,2020-12-31,92.26666666666667,mean,2020Q4
A124873737F,AUS,2021-03-31,98.13333333333334,mean,2021Q1
A124873737F,AUS,2021-06-30,109.06666666666668,mean,2021Q2
A124873737F,AUS,2021-09-30,123.93333333333334,mean,2021Q3
A124873737F,AUS,2021-12-31,118.9,mean,2021Q4
A124873737F,AUS,2022-03-31,134.13333333333333,mean,2022Q1
A124873737F,AUS,2022-06-30,159.66666666666666,mean,2022Q2
A124873737F,AUS,2022-09-30,160.23333333333332,mean,2022Q3
A124873737F,AUS,2022-12-31,160.13333333333333,mean,2022Q4
A124873737F,AUS,2023-03-31,161.76666666666665,mean,2023Q1
A124873737F,AUS,2023-06-30,142.86666666666667,mean,2023Q2
A124873737F,AUS,2023-09-30,138.46666666666667,mean,2023Q3
A124873737F,AUS,2023-12-31,143.93333333333334,mean,2023Q4
A124873737F,AUS,2024-03-31,138.5,mean,2024Q1
A124873737F,AUS,2024-06-30,132.73333333333335,mean,2024Q2
A124873737F,AUS,2024-09-30,129.06666666666666,mean,2024Q3
A124873737F,AUS,2024-12-31,128,mean,2024Q4
A124873737F,AUS,2025-03-31,126.4,mean,2025Q1
A124873737F,AUS,2025-06-30,127.93333333333332,mean,2025Q2
A124873737F,AUS,2025-09-30,131.6,mean,2025Q3
A124873743A,AUS,2010-03-31,70,mean,2010Q1
A124873743A,AUS,2010-06-30,68.96666666666667,mean,2010Q2
A124873743A,AUS,2010-09-30,66.7,mean,2010Q3
A124873743A,AUS,2010-12-31,67.06666666666666,mean,2010Q4
A124873743A,AUS,2011-03-31,72.06666666666666,mean,2011Q1
A124873743A,AUS,2011-06-30,68.63333333333333,mean,2011Q2
A124873743A,AUS,2011-09-30,73.33333333333334,mean,2011Q3
A124873743A,AUS,2011-12-31,75.8,mean,2011Q4
A124873743A,AUS,2012-03-31,76.36666666666667,mean,2012Q1
A124873743A,AUS,2012-06-30,81.9,mean,2012Q2
A124873743A,AUS,2012-09-30,81.06666666666666,mean,2012Q3
A124873743A,AUS,2012-12-31,80.26666666666667,mean,2012Q4
A124873743A,AUS,2013-03-31,82.10000000000001,mean,2013Q1
A124873743A,AUS,2013-06-30,82.83333333333333,mean,2013Q2
A124873743A,AUS,2013-09-30,86.26666666666667,mean,2013Q3
A124873743A,AUS,2013-12-31,87.13333333333334,mean,2013Q4
A124873743A,AUS,2014-03-31,88.2,mean,2014Q1
A124873743A,AUS,2014-06-30,86.2,mean,2014Q2
A124873743A,AUS,2014-09-30,93.13333333333334,mean,2014Q3
A124873743A,AUS,2014-12-31,93.96666666666667,mean,2014Q4
A124873743A,AUS,2015-03-31,91.53333333333333,mean,2015Q1
A124873743A,AUS,2015-06-30,90.83333333333333,mean,2015Q2
A124873743A,AUS,2015-09-30,90.56666666666666,mean,2015Q3
A124873743A,AUS,2015-12-31,89.1,mean,2015Q4
A124873743A,AUS,2016-03-31,93.43333333333334,mean,2016Q1
A124873743A,AUS,2016-06-30,92.83333333333333,mean,2016Q2
A124873743A,AUS,2016-09-30,88.6,mean,2016Q3
A124873743A,AUS,2016-12-31,91.1,mean,2016Q4
A124873743A,AUS,2017-03-31,95.33333333333333,mean,2017Q1
A124873743A,AUS,2017-06-30,95.96666666666667,mean,2017Q2
A124873743A,AUS,2017-09-30,102.76666666666667,mean,2017Q3
A124873743A,AUS,2017-12-31,107.33333333333333,mean,2017Q4
A124873743A,AUS,2018-03-31,105.7,mean,2018Q1
A124873743A,AUS,2018-06-30,103.86666666666666,mean,2018Q2
A124873743A,AUS,2018-09-30,107.43333333333334,mean,2018Q3
A124873743A,AUS,2018-12-31,101.16666666666666,mean,2018Q4
A124873743A,AUS,2019-03-31,101.39999999999999,mean,2019Q1
A124873743A,AUS,2019-06-30,102.9,mean,2019Q2
A124873743A,AUS,2019-09-30,103.26666666666667,mean,2019Q3
A124873743A,AUS,2019-12-31,103.6,mean,2019Q4
A124873743A,AUS,2020-03-31,102.53333333333333,mean,2020Q1
A124873743A,AUS,2020-06-30,99.86666666666666,mean,2020Q2
A124873743A,AUS,2020-09-30,97.03333333333333,mean,2020Q3
A124873743A,AUS,2020-12-31,97.56666666666666,mean,2020Q4
A124873743A,AUS,2021-03-31,106.6,mean,2021Q1
A124873743A,AUS,2021-06-30,109.03333333333333,mean,2021Q2
A124873743A,AUS,2021-09-30,105.03333333333333,mean,2021Q3
A124873743A,AUS,2021-12-31,105.66666666666667,mean,2021Q4
A124873743A,AUS,2022-03-31,108.66666666666667,mean,2022Q1
A124873743A,AUS,2022-06-30,110.36666666666666,mean,2022Q2
A124873743A,AUS,2022-09-30,115.73333333333333,mean,2022Q3
A124873743A,AUS,2022-12-31,121.3,mean,2022Q4
A124873743A,AUS,2023-03-31,125.06666666666666,mean,2023Q1
A124873743A,AUS,2023-06-30,132.03333333333333,mean,2023Q2
A124873743A,AUS,2023-09-30,137.9,mean,2023Q3
A124873743A,AUS,2023-12-31,138.73333333333332,mean,2023Q4
A124873743A,AUS,2024-03-31,138.66666666666666,mean,2024Q1
A124873743A,AUS,2024-06-30,141.36666666666667,mean,2024Q2
A124873743A,AUS,2024-09-30,145.20000000000002,mean,2024Q3
A124873743A,AUS,2024-12-31,147.7,mean,2024Q4
A124873743A,AUS,2025-03-31,149.5,mean,2025Q1
A124873743A,AUS,2025-06-30,145.93333333333334,mean,2025Q2
A124873743A,AUS,2025-09-30,150.5,mean,2025Q3
A124873803T,AUS,2010-03-31,61.96666666666667,mean,2010Q1
A124873803T,AUS,2010-06-30,60.93333333333333,mean,2010Q2
A124873803T,AUS,2010-09-30,63.96666666666666,mean,2010Q3
A124873803T,AUS,2010-12-31,66.06666666666668,mean,2010Q4
A124873803T,AUS,2011-03-31,66.26666666666667,mean,2011Q1
A124873803T,AUS,2011-06-30,68.83333333333333,mean,2011Q2
A124873803T,AUS,2011-09-30,70.8,mean,2011Q3
A124873803T,AUS,2011-12-31,71,mean,2011Q4
A124873803T,AUS,2012-03-31,71.7,mean,2012Q1
A124873803T,AUS,2012-06-30,73.6,mean,2012Q2
A124873803T,AUS,2012-09-30,73.5,mean,2012Q3
A124873803T,AUS,2012-12-31,72.89999999999999,mean,2012Q4
A124873803T,AUS,2013-03-31,73.93333333333334,mean,2013Q1
A124873803T,AUS,2013-06-30,75.23333333333333,mean,2013Q2
A124873803T,AUS,2013-09-30,74.7,mean,2013Q3
A124873803T,AUS,2013-12-31,78.96666666666667,mean,2013Q4
A124873803T,AUS,2014-03-31,79.63333333333334,mean,2014Q1
A124873803T,AUS,2014-06-30,79.7,mean,2014Q2
A124873803T,AUS,2014-09-30,79.96666666666667,mean,2014Q3
A124873803T,AUS,2014-12-31,80.66666666666667,mean,2014Q4
A124873803T,AUS,2015-03-31,81.06666666666666,mean,2015Q1
A124873803T,AUS,2015-06-30,81.4,mean,2015Q2
A124873803T,AUS,2015-09-30,83.96666666666667,mean,2015Q3
A124873803T,AUS,2015-12-31,84.33333333333333,mean,2015Q4
A124873803T,AUS,2016-03-31,81.8,mean,2016Q1
A124873803T,AUS,2016-06-30,83.46666666666667,mean,2016Q2
A124873803T,AUS,2016-09-30,81.26666666666667,mean,2016Q3
A124873803T,AUS,2016-12-31,82.63333333333334,mean,2016Q4
A124873803T,AUS,2017-03-31,84.8,mean,2017Q1
A124873803T,AUS,2017-06-30,86.2,mean,2017Q2
A124873803T,AUS,2017-09-30,88.60000000000001,mean,2017Q3
A124873803T,AUS,2017-12-31,92.23333333333333,mean,2017Q4
A124873803T,AUS,2018-03-31,94.4,mean,2018Q1
A124873803T,AUS,2018-06-30,95.83333333333333,mean,2018Q2
A124873803T,AUS,2018-09-30,97.76666666666667,mean,2018Q3
A124873803T,AUS,2018-12-31,96.96666666666667,mean,2018Q4
A124873803T,AUS,2019-03-31,98.86666666666666,mean,2019Q1
A124873803T,AUS,2019-06-30,99.4,mean,2019Q2
A124873803T,AUS,2019-09-30,100.2,mean,2019Q3
A124873803T,AUS,2019-12-31,101.43333333333334,mean,2019Q4
A124873803T,AUS,2020-03-31,95.9,mean,2020Q1
A124873803T,AUS,2020-06-30,77.5,mean,2020Q2
A124873803T,AUS,2020-09-30,78.2,mean,2020Q3
A124873803T,AUS,2020-12-31,81.3,mean,2020Q4
A124873803T,AUS,2021-03-31,87.76666666666667,mean,2021Q1
A124873803T,AUS,2021-06-30,94.93333333333334,mean,2021Q2
A124873803T,AUS,2021-09-30,94.56666666666666,mean,2021Q3
A124873803T,AUS,2021-12-31,103.23333333333333,mean,2021Q4
A124873803T,AUS,2022-03-31,113,mean,2022Q1
A124873803T,AUS,2022-06-30,127.06666666666666,mean,2022Q2
A124873803T,AUS,2022-09-30,133.7,mean,2022Q3
A124873803T,AUS,2022-12-31,132.9,mean,2022Q4
A124873803T,AUS,2023-03-31,124.63333333333334,mean,2023Q1
A124873803T,AUS,2023-06-30,122.83333333333333,mean,2023Q2
A124873803T,AUS,2023-09-30,122.9,mean,2023Q3
A124873803T,AUS,2023-12-31,123.8,mean,2023Q4
A124873803T,AUS,2024-03-31,128.13333333333333,mean,2024Q1
A124873803T,AUS,2024-06-30,128.9,mean,2024Q2
A124873803T,AUS,2024-09-30,130.86666666666667,mean,2024Q3
A124873803T,AUS,2024-12-31,132.23333333333332,mean,2024Q4
A124873803T,AUS,2025-03-31,136.7,mean,2025Q1
A124873803T,AUS,2025-06-30,136.3,mean,2025Q2
A124873803T,AUS,2025-09-30,138.2,mean,2025Q3
A124873815A,AUS,2010-03-31,64.1,mean,2010Q1
A124873815A,AUS,2010-06-30,66.43333333333334,mean,2010Q2
A124873815A,AUS,2010-09-30,66.8,mean,2010Q3
A124873815A,AUS,2010-12-31,67.2,mean,2010Q4
A124873815A,AUS,2011-03-31,69.03333333333333,mean,2011Q1
A124873815A,AUS,2011-06-30,70.6,mean,2011Q2
A124873815A,AUS,2011-09-30,71.96666666666667,mean,2011Q3
A124873815A,AUS,2011-12-31,75.13333333333334,mean,2011Q4
A124873815A,AUS,2012-03-31,76.53333333333333,mean,2012Q1
A124873815A,AUS,2012-06-30,77.93333333333334,mean,2012Q2
A124873815A,AUS,2012-09-30,78.33333333333333,mean,2012Q3
A124873815A,AUS,2012-12-31,77,mean,2012Q4
A124873815A,AUS,2013-03-31,75.73333333333333,mean,2013Q1
A124873815A,AUS,2013-06-30,72.93333333333334,mean,2013Q2
A124873815A,AUS,2013-09-30,73.5,mean,2013Q3
A124873815A,AUS,2013-12-31,73.03333333333333,mean,2013Q4
A124873815A,AUS,2014-03-31,74.13333333333334,mean,2014Q1
A124873815A,AUS,2014-06-30,75.13333333333333,mean,2014Q2
A124873815A,AUS,2014-09-30,74.76666666666667,mean,2014Q3
A124873815A,AUS,2014-12-31,75.56666666666666,mean,2014Q4
A124873815A,AUS,2015-03-31,78.73333333333333,mean,2015Q1
A124873815A,AUS,2015-06-30,79.3,mean,2015Q2
A124873815A,AUS,2015-09-30,82.36666666666667,mean,2015Q3
A124873815A,AUS,2015-12-31,83.93333333333334,mean,2015Q4
A124873815A,AUS,2016-03-31,84.8,mean,2016Q1
A124873815A,AUS,2016-06-30,87.43333333333334,mean,2016Q2
A124873815A,AUS,2016-09-30,84.83333333333333,mean,2016Q3
A124873815A,AUS,2016-12-31,88.66666666666667,mean,2016Q4
A124873815A,AUS,2017-03-31,87.2,mean,2017Q1
