series_id,state,qtr_end,value_q,rule,q
A3349026L,NT,2011-09-30,692.7,sum,2011Q3
A3349026L,NT,2011-12-31,699.3,sum,2011Q4
A3349026L,NT,2012-03-31,706.7,sum,2012Q1
A3349026L,NT,2012-06-30,722.7,sum,2012Q2
A3349026L,NT,2012-09-30,718,sum,2012Q3
A3349026L,NT,2012-12-31,722.9,sum,2012Q4
A3349026L,NT,2013-03-31,728.4,sum,2013Q1
A3349026L,NT,2013-06-30,718.6,sum,2013Q2
A3349026L,NT,2013-09-30,752.9,sum,2013Q3
A3349026L,NT,2013-12-31,751.5,sum,2013Q4
A3349026L,NT,2014-03-31,771.0999999999999,sum,2014Q1
A3349026L,NT,2014-06-30,773.8,sum,2014Q2
A3349026L,NT,2014-09-30,767,sum,2014Q3
A3349026L,NT,2014-12-31,770.5,sum,2014Q4
A3349026L,NT,2015-03-31,765.9,sum,2015Q1
A3349026L,NT,2015-06-30,767.6999999999999,sum,2015Q2
A3349026L,NT,2015-09-30,776.8,sum,2015Q3
A3349026L,NT,2015-12-31,779.4,sum,2015Q4
A3349026L,NT,2016-03-31,786.3,sum,2016Q1
A3349026L,NT,2016-06-30,770.5,sum,2016Q2
A3349026L,NT,2016-09-30,773.2,sum,2016Q3
A3349026L,NT,2016-12-31,785.8,sum,2016Q4
A3349026L,NT,2017-03-31,784.4,sum,2017Q1
A3349026L,NT,2017-06-30,780.8,sum,2017Q2
A3349026L,NT,2017-09-30,782.5,sum,2017Q3
A3349026L,NT,2017-12-31,778.7,sum,2017Q4
A3349026L,NT,2018-03-31,787.3,sum,2018Q1
A3349026L,NT,2018-06-30,806.5,sum,2018Q2
A3349026L,NT,2018-09-30,783.5,sum,2018Q3
A3349026L,NT,2018-12-31,768.9,sum,2018Q4
A3349026L,NT,2019-03-31,769.9000000000001,sum,2019Q1
A3349026L,NT,2019-06-30,776,sum,2019Q2
A3349026L,NT,2019-09-30,781.5,sum,2019Q3
A3349026L,NT,2019-12-31,788.3,sum,2019Q4
A3349026L,NT,2020-03-31,810,sum,2020Q1
A3349026L,NT,2020-06-30,831.4,sum,2020Q2
A3349026L,NT,2020-09-30,873.8,sum,2020Q3
A3349026L,NT,2020-12-31,912.4000000000001,sum,2020Q4
A3349026L,NT,2021-03-31,919.9,sum,2021Q1
A3349026L,NT,2021-06-30,897.3,sum,2021Q2
A3349026L,NT,2021-09-30,901.7,sum,2021Q3
A3349026L,NT,2021-12-31,906.7,sum,2021Q4
A3349026L,NT,2022-03-31,918.9,sum,2022Q1
A3349026L,NT,2022-06-30,923.0999999999999,sum,2022Q2
A3349026L,NT,2022-09-30,941.1,sum,2022Q3
A3349026L,NT,2022-12-31,945.7,sum,2022Q4
A3349026L,NT,2023-03-31,950.5,sum,2023Q1
A3349026L,NT,2023-06-30,966.2,sum,2023Q2
A3349026L,NT,2023-09-30,966.7,sum,2023Q3
A3349026L,NT,2023-12-31,975,sum,2023Q4
A3349026L,NT,2024-03-31,985.9,sum,2024Q1
A3349026L,NT,2024-06-30,999,sum,2024Q2
A3349026L,NT,2024-09-30,1014.2,sum,2024Q3
A3349026L,NT,2024-12-31,1015.1,sum,2024Q4
A3349026L,NT,2025-03-31,1024.5,sum,2025Q1
A3349026L,NT,2025-06-30,1030.6,sum,2025Q2
A3349089W,ACT,1982-06-30,173.8,sum,1982Q2
A3349089W,ACT,1982-09-30,174.7,sum,1982Q3
A3349089W,ACT,1982-12-31,190.1,sum,1982Q4
A3349089W,ACT,1983-03-31,191.2,sum,1983Q1
A3349089W,ACT,1983-06-30,196.7,sum,1983Q2
A3349089W,ACT,1983-09-30,196,sum,1983Q3
A3349089W,ACT,1983-12-31,222,sum,1983Q4
A3349089W,ACT,1984-03-31,213.2,sum,1984Q1
A3349089W,ACT,1984-06-30,217.1,sum,1984Q2
A3349089W,ACT,1984-09-30,219,sum,1984Q3
A3349089W,ACT,1984-12-31,222.4,sum,1984Q4
A3349089W,ACT,1985-03-31,229.9,sum,1985Q1
A3349089W,ACT,1985-06-30,245.89999999999998,sum,1985Q2
A3349089W,ACT,1985-09-30,254.9,sum,1985Q3
A3349089W,ACT,1985-12-31,250.5,sum,1985Q4
A3349089W,ACT,1986-03-31,262.6,sum,1986Q1
A3349089W,ACT,1986-06-30,262,sum,1986Q2
A3349089W,ACT,1986-09-30,281.9,sum,1986Q3
A3349089W,ACT,1986-12-31,273.9,sum,1986Q4
A3349089W,ACT,1987-03-31,285.8,sum,1987Q1
A3349089W,ACT,1987-06-30,293.5,sum,1987Q2
A3349089W,ACT,1987-09-30,294.8,sum,1987Q3
A3349089W,ACT,1987-12-31,306.5,sum,1987Q4
A3349089W,ACT,1988-03-31,308.5,sum,1988Q1
A3349089W,ACT,1988-06-30,315.3,sum,1988Q2
A3349089W,ACT,1988-09-30,318.2,sum,1988Q3
A3349089W,ACT,1988-12-31,330.2,sum,1988Q4
A3349089W,ACT,1989-03-31,328.5,sum,1989Q1
A3349089W,ACT,1989-06-30,322.1,sum,1989Q2
A3349089W,ACT,1989-09-30,334.6,sum,1989Q3
A3349089W,ACT,1989-12-31,341.9,sum,1989Q4
A3349089W,ACT,1990-03-31,352,sum,1990Q1
A3349089W,ACT,1990-06-30,368.1,sum,1990Q2
A3349089W,ACT,1990-09-30,370,sum,1990Q3
A3349089W,ACT,1990-12-31,371.4,sum,1990Q4
A3349089W,ACT,1991-03-31,390,sum,1991Q1
A3349089W,ACT,1991-06-30,400.4,sum,1991Q2
A3349089W,ACT,1991-09-30,415.29999999999995,sum,1991Q3
A3349089W,ACT,1991-12-31,423.9,sum,1991Q4
A3349089W,ACT,1992-03-31,422.6,sum,1992Q1
A3349089W,ACT,1992-06-30,435.1,sum,1992Q2
A3349089W,ACT,1992-09-30,444,sum,1992Q3
A3349089W,ACT,1992-12-31,460.20000000000005,sum,1992Q4
A3349089W,ACT,1993-03-31,468.5,sum,1993Q1
A3349089W,ACT,1993-06-30,483.1,sum,1993Q2
A3349089W,ACT,1993-09-30,478.2,sum,1993Q3
A3349089W,ACT,1993-12-31,501.3,sum,1993Q4
A3349089W,ACT,1994-03-31,506.20000000000005,sum,1994Q1
A3349089W,ACT,1994-06-30,497.20000000000005,sum,1994Q2
A3349089W,ACT,1994-09-30,505.79999999999995,sum,1994Q3
A3349089W,ACT,1994-12-31,514,sum,1994Q4
A3349089W,ACT,1995-03-31,518.9,sum,1995Q1
A3349089W,ACT,1995-06-30,529,sum,1995Q2
A3349089W,ACT,1995-09-30,530.2,sum,1995Q3
A3349089W,ACT,1995-12-31,528.6,sum,1995Q4
A3349089W,ACT,1996-03-31,528.8,sum,1996Q1
A3349089W,ACT,1996-06-30,546,sum,1996Q2
A3349089W,ACT,1996-09-30,542.7,sum,1996Q3
A3349089W,ACT,1996-12-31,548,sum,1996Q4
A3349089W,ACT,1997-03-31,550.7,sum,1997Q1
A3349089W,ACT,1997-06-30,555.3,sum,1997Q2
A3349089W,ACT,1997-09-30,571.2,sum,1997Q3
A3349089W,ACT,1997-12-31,576.3,sum,1997Q4
A3349089W,ACT,1998-03-31,578,sum,1998Q1
A3349089W,ACT,1998-06-30,575.4,sum,1998Q2
A3349089W,ACT,1998-09-30,587.5999999999999,sum,1998Q3
A3349089W,ACT,1998-12-31,584.7,sum,1998Q4
A3349089W,ACT,1999-03-31,611.1,sum,1999Q1
A3349089W,ACT,1999-06-30,613.4000000000001,sum,1999Q2
A3349089W,ACT,1999-09-30,636.1,sum,1999Q3
A3349089W,ACT,1999-12-31,650.6,sum,1999Q4
A3349089W,ACT,2000-03-31,662,sum,2000Q1
A3349089W,ACT,2000-06-30,725.9,sum,2000Q2
A3349089W,ACT,2000-09-30,698.3,sum,2000Q3
A3349089W,ACT,2000-12-31,734.7,sum,2000Q4
A3349089W,ACT,2001-03-31,757.2,sum,2001Q1
A3349089W,ACT,2001-06-30,766.2,sum,2001Q2
A3349089W,ACT,2001-09-30,798.9,sum,2001Q3
A3349089W,ACT,2001-12-31,807.6,sum,2001Q4
A3349089W,ACT,2002-03-31,822.6999999999999,sum,2002Q1
A3349089W,ACT,2002-06-30,832.2,sum,2002Q2
A3349089W,ACT,2002-09-30,819.0999999999999,sum,2002Q3
A3349089W,ACT,2002-12-31,844,sum,2002Q4
A3349089W,ACT,2003-03-31,857.6999999999999,sum,2003Q1
A3349089W,ACT,2003-06-30,879.7,sum,2003Q2
A3349089W,ACT,2003-09-30,879.8000000000001,sum,2003Q3
A3349089W,ACT,2003-12-31,871.2,sum,2003Q4
A3349089W,ACT,2004-03-31,877.7,sum,2004Q1
A3349089W,ACT,2004-06-30,877.3,sum,2004Q2
A3349089W,ACT,2004-09-30,881,sum,2004Q3
A3349089W,ACT,2004-12-31,884.3,sum,2004Q4
A3349089W,ACT,2005-03-31,882.7,sum,2005Q1
A3349089W,ACT,2005-06-30,894.3,sum,2005Q2
A3349089W,ACT,2005-09-30,923.3,sum,2005Q3
A3349089W,ACT,2005-12-31,926.9000000000001,sum,2005Q4
A3349089W,ACT,2006-03-31,936.3,sum,2006Q1
A3349089W,ACT,2006-06-30,948.4000000000001,sum,2006Q2
A3349089W,ACT,2006-09-30,967.8,sum,2006Q3
A3349089W,ACT,2006-12-31,994,sum,2006Q4
A3349089W,ACT,2007-03-31,1006.8,sum,2007Q1
A3349089W,ACT,2007-06-30,1027.3,sum,2007Q2
A3349089W,ACT,2007-09-30,1033.4,sum,2007Q3
A3349089W,ACT,2007-12-31,1037.5,sum,2007Q4
A3349089W,ACT,2008-03-31,1047.5,sum,2008Q1
A3349089W,ACT,2008-06-30,1047.4,sum,2008Q2
A3349089W,ACT,2008-09-30,1038.1,sum,2008Q3
A3349089W,ACT,2008-12-31,1068.2,sum,2008Q4
A3349089W,ACT,2009-03-31,1090.1,sum,2009Q1
A3349089W,ACT,2009-06-30,1114.7,sum,2009Q2
A3349089W,ACT,2009-09-30,1113.3000000000002,sum,2009Q3
A3349089W,ACT,2009-12-31,1121.7,sum,2009Q4
A3349089W,ACT,2010-03-31,1131.5,sum,2010Q1
A3349089W,ACT,2010-06-30,1141.3,sum,2010Q2
A3349089W,ACT,2010-09-30,1135,sum,2010Q3
A3349089W,ACT,2010-12-31,1151.7,sum,2010Q4
A3349089W,ACT,2011-03-31,1156.9,sum,2011Q1
A3349089W,ACT,2011-06-30,1141.1,sum,2011Q2
A3349089W,ACT,2011-09-30,1141.2,sum,2011Q3
A3349089W,ACT,2011-12-31,1138.7,sum,2011Q4
A3349089W,ACT,2012-03-31,1172.6,sum,2012Q1
A3349089W,ACT,2012-06-30,1191.1,sum,2012Q2
A3349089W,ACT,2012-09-30,1209.7,sum,2012Q3
A3349089W,ACT,2012-12-31,1186.3,sum,2012Q4
A3349089W,ACT,2013-03-31,1224.1,sum,2013Q1
A3349089W,ACT,2013-06-30,1235,sum,2013Q2
A3349089W,ACT,2013-09-30,1236.2,sum,2013Q3
A3349089W,ACT,2013-12-31,1253.8,sum,2013Q4
A3349089W,ACT,2014-03-31,1233.4,sum,2014Q1
A3349089W,ACT,2014-06-30,1218,sum,2014Q2
A3349089W,ACT,2014-09-30,1259.1999999999998,sum,2014Q3
A3349089W,ACT,2014-12-31,1289,sum,2014Q4
A3349089W,ACT,2015-03-31,1276.8,sum,2015Q1
A3349089W,ACT,2015-06-30,1306,sum,2015Q2
A3349089W,ACT,2015-09-30,1308.8,sum,2015Q3
A3349089W,ACT,2015-12-31,1338,sum,2015Q4
A3349089W,ACT,2016-03-31,1381,sum,2016Q1
A3349089W,ACT,2016-06-30,1372.9,sum,2016Q2
A3349089W,ACT,2016-09-30,1398.3,sum,2016Q3
A3349089W,ACT,2016-12-31,1414.5,sum,2016Q4
A3349089W,ACT,2017-03-31,1425.6,sum,2017Q1
A3349089W,ACT,2017-06-30,1438.1,sum,2017Q2
A3349089W,ACT,2017-09-30,1428.7,sum,2017Q3
A3349089W,ACT,2017-12-31,1436.6,sum,2017Q4
A3349089W,ACT,2018-03-31,1452,sum,2018Q1
A3349089W,ACT,2018-06-30,1483.9,sum,2018Q2
A3349089W,ACT,2018-09-30,1481.1,sum,2018Q3
A3349089W,ACT,2018-12-31,1507.9,sum,2018Q4
A3349089W,ACT,2019-03-31,1516.5,sum,2019Q1
A3349089W,ACT,2019-06-30,1527.8,sum,2019Q2
A3349089W,ACT,2019-09-30,1532.2,sum,2019Q3
A3349089W,ACT,2019-12-31,1562.9,sum,2019Q4
A3349089W,ACT,2020-03-31,1587.5,sum,2020Q1
A3349089W,ACT,2020-06-30,1577.7,sum,2020Q2
A3349089W,ACT,2020-09-30,1752.1,sum,2020Q3
A3349089W,ACT,2020-12-31,1759.9,sum,2020Q4
A3349089W,ACT,2021-03-31,1759.5,sum,2021Q1
A3349089W,ACT,2021-06-30,1776.3,sum,2021Q2
A3349089W,ACT,2021-09-30,1511.6,sum,2021Q3
A3349089W,ACT,2021-12-31,1731.7,sum,2021Q4
A3349089W,ACT,2022-03-31,1829.1,sum,2022Q1
A3349089W,ACT,2022-06-30,1867.1,sum,2022Q2
A3349089W,ACT,2022-09-30,1914.3,sum,2022Q3
A3349089W,ACT,2022-12-31,1945.3,sum,2022Q4
A3349089W,ACT,2023-03-31,1994.7,sum,2023Q1
A3349089W,ACT,2023-06-30,2001,sum,2023Q2
A3349089W,ACT,2023-09-30,2012.6,sum,2023Q3
A3349089W,ACT,2023-12-31,2015.9,sum,2023Q4
A3349089W,ACT,2024-03-31,2015.7,sum,2024Q1
A3349089W,ACT,2024-06-30,2036.7,sum,2024Q2
A3349089W,ACT,2024-09-30,2035.9,sum,2024Q3
A3349089W,ACT,2024-12-31,2043.9,sum,2024Q4
A3349089W,ACT,2025-03-31,2054.3,sum,2025Q1
A3349089W,ACT,2025-06-30,2072.5,sum,2025Q2
A3515140F,AUS,1987-06-30,1549,NA,1987Q2
A3515140F,AUS,1987-09-30,1728,NA,1987Q3
A3515140F,AUS,1987-12-31,1561,NA,1987Q4
A3515140F,AUS,1988-03-31,1719,NA,1988Q1
A3515140F,AUS,1988-06-30,1761,NA,1988Q2
A3515140F,AUS,1988-09-30,1640,NA,1988Q3
A3515140F,AUS,1988-12-31,1856,NA,1988Q4
A3515140F,AUS,1989-03-31,1885,NA,1989Q1
A3515140F,AUS,1989-06-30,1922,NA,1989Q2
A3515140F,AUS,1989-09-30,1958,NA,1989Q3
A3515140F,AUS,1989-12-31,2053,NA,1989Q4
A3515140F,AUS,1990-03-31,2044,NA,1990Q1
A3515140F,AUS,1990-06-30,2141,NA,1990Q2
A3515140F,AUS,1990-09-30,1903,NA,1990Q3
A3515140F,AUS,1990-12-31,1961,NA,1990Q4
A3515140F,AUS,1991-03-31,1863,NA,1991Q1
A3515140F,AUS,1991-06-30,1807,NA,1991Q2
A3515140F,AUS,1991-09-30,1809,NA,1991Q3
A3515140F,AUS,1991-12-31,1842,NA,1991Q4
A3515140F,AUS,1992-03-31,1781,NA,1992Q1
A3515140F,AUS,1992-06-30,1765,NA,1992Q2
A3515140F,AUS,1992-09-30,1733,NA,1992Q3
A3515140F,AUS,1992-12-31,1856,NA,1992Q4
A3515140F,AUS,1993-03-31,1794,NA,1993Q1
A3515140F,AUS,1993-06-30,1876,NA,1993Q2
A3515140F,AUS,1993-09-30,1987,NA,1993Q3
A3515140F,AUS,1993-12-31,2007,NA,1993Q4
A3515140F,AUS,1994-03-31,1948,NA,1994Q1
A3515140F,AUS,1994-06-30,2096,NA,1994Q2
A3515140F,AUS,1994-09-30,2349,NA,1994Q3
A3515140F,AUS,1994-12-31,2240,NA,1994Q4
A3515140F,AUS,1995-03-31,2596,NA,1995Q1
A3515140F,AUS,1995-06-30,2604,NA,1995Q2
A3515140F,AUS,1995-09-30,2475,NA,1995Q3
A3515140F,AUS,1995-12-31,2376,NA,1995Q4
A3515140F,AUS,1996-03-31,2676,NA,1996Q1
A3515140F,AUS,1996-06-30,2549,NA,1996Q2
A3515140F,AUS,1996-09-30,2456,NA,1996Q3
A3515140F,AUS,1996-12-31,2391,NA,1996Q4
A3515140F,AUS,1997-03-31,2475,NA,1997Q1
A3515140F,AUS,1997-06-30,2469,NA,1997Q2
A3515140F,AUS,1997-09-30,2628,NA,1997Q3
A3515140F,AUS,1997-12-31,2781,NA,1997Q4
A3515140F,AUS,1998-03-31,2492,NA,1998Q1
A3515140F,AUS,1998-06-30,2465,NA,1998Q2
A3515140F,AUS,1998-09-30,2275,NA,1998Q3
A3515140F,AUS,1998-12-31,2339,NA,1998Q4
A3515140F,AUS,1999-03-31,2361,NA,1999Q1
A3515140F,AUS,1999-06-30,2054,NA,1999Q2
A3515140F,AUS,1999-09-30,2422,NA,1999Q3
A3515140F,AUS,1999-12-31,2406,NA,1999Q4
A3515140F,AUS,2000-03-31,2380,NA,2000Q1
A3515140F,AUS,2000-06-30,2274,NA,2000Q2
A3515140F,AUS,2000-09-30,2319,NA,2000Q3
A3515140F,AUS,2000-12-31,2102,NA,2000Q4
A3515140F,AUS,2001-03-31,2001,NA,2001Q1
A3515140F,AUS,2001-06-30,2034,NA,2001Q2
A3515140F,AUS,2001-09-30,1817,NA,2001Q3
A3515140F,AUS,2001-12-31,2192,NA,2001Q4
A3515140F,AUS,2002-03-31,2205,NA,2002Q1
A3515140F,AUS,2002-06-30,2208,NA,2002Q2
A3515140F,AUS,2002-09-30,2411,NA,2002Q3
A3515140F,AUS,2002-12-31,2568,NA,2002Q4
A3515140F,AUS,2003-03-31,2679,NA,2003Q1
A3515140F,AUS,2003-06-30,2870,NA,2003Q2
A3515140F,AUS,2003-09-30,2785,NA,2003Q3
A3515140F,AUS,2003-12-31,2673,NA,2003Q4
A3515140F,AUS,2004-03-31,2295,NA,2004Q1
A3515140F,AUS,2004-06-30,2790,NA,2004Q2
A3515140F,AUS,2004-09-30,2536,NA,2004Q3
A3515140F,AUS,2004-12-31,2798,NA,2004Q4
A3515140F,AUS,2005-03-31,3024,NA,2005Q1
A3515140F,AUS,2005-06-30,3308,NA,2005Q2
A3515140F,AUS,2005-09-30,3657,NA,2005Q3
A3515140F,AUS,2005-12-31,3632,NA,2005Q4
A3515140F,AUS,2006-03-31,3444,NA,2006Q1
A3515140F,AUS,2006-06-30,3298,NA,2006Q2
A3515140F,AUS,2006-09-30,3187,NA,2006Q3
A3515140F,AUS,2006-12-31,3170,NA,2006Q4
A3515140F,AUS,2007-03-31,2995,NA,2007Q1
A3515140F,AUS,2007-06-30,2743,NA,2007Q2
A3515140F,AUS,2007-09-30,3019,NA,2007Q3
A3515140F,AUS,2007-12-31,3114,NA,2007Q4
A3515140F,AUS,2008-03-31,3245,NA,2008Q1
A3515140F,AUS,2008-06-30,3074,NA,2008Q2
A3515140F,AUS,2008-09-30,3141,NA,2008Q3
A3515140F,AUS,2008-12-31,3280,NA,2008Q4
A3515140F,AUS,2009-03-31,3197,NA,2009Q1
A3515140F,AUS,2009-06-30,3063,NA,2009Q2
A3515140F,AUS,2009-09-30,2809,NA,2009Q3
A3515140F,AUS,2009-12-31,3087,NA,2009Q4
A3515140F,AUS,2010-03-31,2784,NA,2010Q1
A3515140F,AUS,2010-06-30,3022,NA,2010Q2
A3515140F,AUS,2010-09-30,2905,NA,2010Q3
A3515140F,AUS,2010-12-31,3084,NA,2010Q4
A3515140F,AUS,2011-03-31,3075,NA,2011Q1
A3515140F,AUS,2011-06-30,3244,NA,2011Q2
A3515140F,AUS,2011-09-30,3672,NA,2011Q3
A3515140F,AUS,2011-12-31,3344,NA,2011Q4
A3515140F,AUS,2012-03-31,3177,NA,2012Q1
A3515140F,AUS,2012-06-30,3060,NA,2012Q2
A3515140F,AUS,2012-09-30,2478,NA,2012Q3
A3515140F,AUS,2012-12-31,2419,NA,2012Q4
A3515140F,AUS,2013-03-31,2352,NA,2013Q1
A3515140F,AUS,2013-06-30,2223,NA,2013Q2
A3515140F,AUS,2013-09-30,2402,NA,2013Q3
A3515140F,AUS,2013-12-31,2320,NA,2013Q4
A3515140F,AUS,2014-03-31,2350,NA,2014Q1
A3515140F,AUS,2014-06-30,2195,NA,2014Q2
A3515140F,AUS,2014-09-30,2117,NA,2014Q3
A3515140F,AUS,2014-12-31,2303,NA,2014Q4
A3515140F,AUS,2015-03-31,2180,NA,2015Q1
A3515140F,AUS,2015-06-30,2027,NA,2015Q2
A3515140F,AUS,2015-09-30,2258,NA,2015Q3
A3515140F,AUS,2015-12-31,2160,NA,2015Q4
A3515140F,AUS,2016-03-31,1924,NA,2016Q1
A3515140F,AUS,2016-06-30,2219,NA,2016Q2
A3515140F,AUS,2016-09-30,2051,NA,2016Q3
A3515140F,AUS,2016-12-31,2194,NA,2016Q4
A3515140F,AUS,2017-03-31,2344,NA,2017Q1
A3515140F,AUS,2017-06-30,2278,NA,2017Q2
A3515140F,AUS,2017-09-30,2269,NA,2017Q3
A3515140F,AUS,2017-12-31,2424,NA,2017Q4
A3515140F,AUS,2018-03-31,2373,NA,2018Q1
A3515140F,AUS,2018-06-30,2372,NA,2018Q2
A3515140F,AUS,2018-09-30,2465,NA,2018Q3
A3515140F,AUS,2018-12-31,2423,NA,2018Q4
A3515140F,AUS,2019-03-31,2235,NA,2019Q1
A3515140F,AUS,2019-06-30,2440,NA,2019Q2
A3515140F,AUS,2019-09-30,2620,NA,2019Q3
A3515140F,AUS,2019-12-31,2361,NA,2019Q4
A3515140F,AUS,2020-03-31,2448,NA,2020Q1
A3515140F,AUS,2020-06-30,2342,NA,2020Q2
A3515140F,AUS,2020-09-30,2371,NA,2020Q3
A3515140F,AUS,2020-12-31,2461,NA,2020Q4
A3515140F,AUS,2021-03-31,2830,NA,2021Q1
A3515140F,AUS,2021-06-30,2609,NA,2021Q2
A3515140F,AUS,2021-09-30,2596,NA,2021Q3
A3515140F,AUS,2021-12-31,2815,NA,2021Q4
A3515140F,AUS,2022-03-31,2770,NA,2022Q1
A3515140F,AUS,2022-06-30,2924,NA,2022Q2
A3515140F,AUS,2022-09-30,3076,NA,2022Q3
A3515140F,AUS,2022-12-31,3219,NA,2022Q4
A3515140F,AUS,2023-03-31,3529,NA,2023Q1
A3515140F,AUS,2023-06-30,3721,NA,2023Q2
A3515140F,AUS,2023-09-30,3707,NA,2023Q3
A3515140F,AUS,2023-12-31,4028,NA,2023Q4
A3515140F,AUS,2024-03-31,3707,NA,2024Q1
A3515140F,AUS,2024-06-30,3488,NA,2024Q2
A3515140F,AUS,2024-09-30,3879,NA,2024Q3
A3515140F,AUS,2024-12-31,3634,NA,2024Q4
A3515140F,AUS,2025-03-31,3685,NA,2025Q1
A3515140F,AUS,2025-06-30,3887,NA,2025Q2
A419942W,NSW,1970-09-30,0,sum,1970Q3
A419942W,NSW,1970-12-31,0,sum,1970Q4
A419942W,NSW,1971-03-31,0,sum,1971Q1
A419942W,NSW,1971-06-30,0,sum,1971Q2
A419942W,NSW,1971-09-30,0,sum,1971Q3
A419942W,NSW,1971-12-31,0,sum,1971Q4
A419942W,NSW,1972-03-31,0,sum,1972Q1
A419942W,NSW,1972-06-30,0,sum,1972Q2
A419942W,NSW,1972-09-30,0,sum,1972Q3
A419942W,NSW,1972-12-31,0,sum,1972Q4
A419942W,NSW,1973-03-31,0,sum,1973Q1
A419942W,NSW,1973-06-30,0,sum,1973Q2
A419942W,NSW,1973-09-30,247093,sum,1973Q3
A419942W,NSW,1973-12-31,234632,sum,1973Q4
A419942W,NSW,1974-03-31,217396,sum,1974Q1
A419942W,NSW,1974-06-30,210772,sum,1974Q2
A419942W,NSW,1974-09-30,185754,sum,1974Q3
A419942W,NSW,1974-12-31,182002,sum,1974Q4
A419942W,NSW,1975-03-31,163516,sum,1975Q1
A419942W,NSW,1975-06-30,201686,sum,1975Q2
A419942W,NSW,1975-09-30,173159,sum,1975Q3
A419942W,NSW,1975-12-31,179249,sum,1975Q4
A419942W,NSW,1976-03-31,210153,sum,1976Q1
A419942W,NSW,1976-06-30,217856,sum,1976Q2
A419942W,NSW,1976-09-30,242234,sum,1976Q3
A419942W,NSW,1976-12-31,255886,sum,1976Q4
A419942W,NSW,1977-03-31,250185,sum,1977Q1
A419942W,NSW,1977-06-30,239807,sum,1977Q2
A419942W,NSW,1977-09-30,267450,sum,1977Q3
A419942W,NSW,1977-12-31,294688,sum,1977Q4
A419942W,NSW,1978-03-31,283042,sum,1978Q1
A419942W,NSW,1978-06-30,296295,sum,1978Q2
A419942W,NSW,1978-09-30,300660,sum,1978Q3
A419942W,NSW,1978-12-31,332473,sum,1978Q4
A419942W,NSW,1979-03-31,353520,sum,1979Q1
A419942W,NSW,1979-06-30,393343,sum,1979Q2
A419942W,NSW,1979-09-30,436031,sum,1979Q3
A419942W,NSW,1979-12-31,483467,sum,1979Q4
A419942W,NSW,1980-03-31,514230,sum,1980Q1
A419942W,NSW,1980-06-30,566889,sum,1980Q2
A419942W,NSW,1980-09-30,583815,sum,1980Q3
A419942W,NSW,1980-12-31,593286,sum,1980Q4
A419942W,NSW,1981-03-31,639390,sum,1981Q1
A419942W,NSW,1981-06-30,606875,sum,1981Q2
A419942W,NSW,1981-09-30,607976,sum,1981Q3
A419942W,NSW,1981-12-31,576181,sum,1981Q4
A419942W,NSW,1982-03-31,553753,sum,1982Q1
A419942W,NSW,1982-06-30,515816,sum,1982Q2
A419942W,NSW,1982-09-30,466963,sum,1982Q3
A419942W,NSW,1982-12-31,404169,sum,1982Q4
A419942W,NSW,1983-03-31,430730,sum,1983Q1
A419942W,NSW,1983-06-30,451762,sum,1983Q2
A419942W,NSW,1983-09-30,500213,sum,1983Q3
A419942W,NSW,1983-12-31,552748,sum,1983Q4
A419942W,NSW,1984-03-31,579858,sum,1984Q1
A419942W,NSW,1984-06-30,575018,sum,1984Q2
A419942W,NSW,1984-09-30,600976,sum,1984Q3
A419942W,NSW,1984-12-31,626043,sum,1984Q4
A419942W,NSW,1985-03-31,637341,sum,1985Q1
A419942W,NSW,1985-06-30,662014,sum,1985Q2
A419942W,NSW,1985-09-30,670539,sum,1985Q3
A419942W,NSW,1985-12-31,667653,sum,1985Q4
A419942W,NSW,1986-03-31,562193,sum,1986Q1
A419942W,NSW,1986-06-30,587120,sum,1986Q2
A419942W,NSW,1986-09-30,584836,sum,1986Q3
A419942W,NSW,1986-12-31,558511,sum,1986Q4
A419942W,NSW,1987-03-31,613378,sum,1987Q1
A419942W,NSW,1987-06-30,628771,sum,1987Q2
A419942W,NSW,1987-09-30,703109,sum,1987Q3
A419942W,NSW,1987-12-31,834637,sum,1987Q4
A419942W,NSW,1988-03-31,939564,sum,1988Q1
A419942W,NSW,1988-06-30,1072762,sum,1988Q2
A419942W,NSW,1988-09-30,1234214,sum,1988Q3
A419942W,NSW,1988-12-31,1165346,sum,1988Q4
A419942W,NSW,1989-03-31,1316891,sum,1989Q1
A419942W,NSW,1989-06-30,1232211,sum,1989Q2
A419942W,NSW,1989-09-30,1101803,sum,1989Q3
A419942W,NSW,1989-12-31,1051191,sum,1989Q4
A419942W,NSW,1990-03-31,1099462,sum,1990Q1
A419942W,NSW,1990-06-30,1080724,sum,1990Q2
A419942W,NSW,1990-09-30,1061848,sum,1990Q3
A419942W,NSW,1990-12-31,1095309,sum,1990Q4
A419942W,NSW,1991-03-31,1101224,sum,1991Q1
A419942W,NSW,1991-06-30,1067897,sum,1991Q2
A419942W,NSW,1991-09-30,1178493,sum,1991Q3
A419942W,NSW,1991-12-31,1185028,sum,1991Q4
A419942W,NSW,1992-03-31,1186448,sum,1992Q1
A419942W,NSW,1992-06-30,1228336,sum,1992Q2
A419942W,NSW,1992-09-30,1280392,sum,1992Q3
A419942W,NSW,1992-12-31,1344201,sum,1992Q4
A419942W,NSW,1993-03-31,1788151,sum,1993Q1
A419942W,NSW,1993-06-30,1293224,sum,1993Q2
A419942W,NSW,1993-09-30,1350240,sum,1993Q3
